var_short,jahr,quartal,monat,bl,wert,var_short_orig,name_de,name_en,description_de,description_en,type,source_de,source_en,meta_info_de,meta_info_en,datum,date,BL_long,BL_eng
GLP,2014,1,1,AT,13.7424,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Österreich,Austria
GLP,2014,2,4,AT,-5.8686,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Österreich,Austria
GLP,2014,3,7,AT,-10.7578,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Österreich,Austria
GLP,2014,4,10,AT,-9.7622,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Österreich,Austria
GLP,2014,1,1,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Burgenland,Burgenland
GLP,2014,2,4,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Burgenland,Burgenland
GLP,2014,3,7,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Burgenland,Burgenland
GLP,2014,4,10,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Burgenland,Burgenland
GLP,2014,1,1,K,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Kärnten,Carinthia
GLP,2014,2,4,K,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Kärnten,Carinthia
GLP,2014,3,7,K,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Kärnten,Carinthia
GLP,2014,4,10,K,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Kärnten,Carinthia
GLP,2014,1,1,M,15.1658,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Steiermark,Styria
GLP,2014,2,4,M,14.3758,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Steiermark,Styria
GLP,2014,3,7,M,-2.99,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Steiermark,Styria
GLP,2014,4,10,M,-3.5247,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Steiermark,Styria
GLP,2014,1,1,N,12.1348,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Niederösterreich,Lower Austria
GLP,2014,2,4,N,-14.4515,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Niederösterreich,Lower Austria
GLP,2014,3,7,N,-10.6447,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Niederösterreich,Lower Austria
GLP,2014,4,10,N,-14.5683,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Niederösterreich,Lower Austria
GLP,2014,1,1,O,-5.9011,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Oberösterreich,Upper Austria
GLP,2014,2,4,O,18.6087,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Oberösterreich,Upper Austria
GLP,2014,3,7,O,3.9458,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Oberösterreich,Upper Austria
GLP,2014,4,10,O,12.441,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Oberösterreich,Upper Austria
GLP,2014,1,1,S,32.2417,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Salzburg,Salzburg
GLP,2014,2,4,S,-30.8883,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Salzburg,Salzburg
GLP,2014,3,7,S,-16.8725,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Salzburg,Salzburg
GLP,2014,4,10,S,-14.3066,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Salzburg,Salzburg
GLP,2014,1,1,T,4.4944,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Tirol,Tyrol
GLP,2014,2,4,T,-29.0999,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Tirol,Tyrol
GLP,2014,3,7,T,-14.4018,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Tirol,Tyrol
GLP,2014,4,10,T,-49.539,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Tirol,Tyrol
GLP,2014,1,1,V,23.6994,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Vorarlberg,Vorarlberg
GLP,2014,2,4,V,-3.2561,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Vorarlberg,Vorarlberg
GLP,2014,3,7,V,-4.7247,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Vorarlberg,Vorarlberg
GLP,2014,4,10,V,-23.4076,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Vorarlberg,Vorarlberg
GLP,2014,1,1,W,12.0284,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2014,First Quarter 2014,Wien,Vienna
GLP,2014,2,4,W,-8.2612,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2014,Second Quarter 2014,Wien,Vienna
GLP,2014,3,7,W,-5.8857,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2014,Third Quarter 2014,Wien,Vienna
GLP,2014,4,10,W,5.2317,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2014,Fourth Quarter 2014,Wien,Vienna
GLP,2015,1,1,AT,-21.1896,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2015,First Quarter 2015,Österreich,Austria
GLP,2015,2,4,AT,-18.6968,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2015,Second Quarter 2015,Österreich,Austria
GLP,2015,3,7,AT,-6.8997,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2015,Third Quarter 2015,Österreich,Austria
GLP,2015,4,10,AT,-5.297,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2015,Fourth Quarter 2015,Österreich,Austria
GLP,2015,1,1,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2015,First Quarter 2015,Burgenland,Burgenland
GLP,2015,2,4,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2015,Second Quarter 2015,Burgenland,Burgenland
GLP,2015,3,7,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2015,Third Quarter 2015,Burgenland,Burgenland
GLP,2015,4,10,B,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2015,Fourth Quarter 2015,Burgenland,Burgenland
GLP,2015,1,1,K,,GLP,Tourismus – Geschäftslage zurzeit,Tourism – current business situation,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2015,First Quarter 2015,Kärnten,Carinthia
